Timestamp fo ptCloud: 1659480861.556751
-2.495168685913086, -36.938819885253906
0.0, 0.0
1.6530389308438418e-39, 0.0
0.0, 24.0
-1.559617042541504, -36.32993698120117
0.0, 0.0
1.744874427001833e-39, 0.0
0.0, 20.0
1.2416067123413086, -33.72771072387695
0.0, 0.0
1.8367099231598242e-39, 0.0
0.0, 13.0
6.72002649307251, -19.159412384033203
0.0, 0.0
1.9285454193178154e-39, 0.0
0.0, 65.0
21.58308982849121, -12.230473518371582
0.0, 0.0
2.0203809154758067e-39, 0.0
0.0, 25.0
18.755088806152344, -1.1614398956298828
0.0, 0.0
2.0203809154758067e-39, 0.0
0.0, 15.0
16.350515365600586, 6.182936191558838
0.0, 0.0
2.0203809154758067e-39, 0.0
0.0, 14.0
15.205078125, 15.484122276306152
0.0, 0.0
1.9285454193178154e-39, 0.0
0.0, 57.0
12.56731128692627, 16.304861068725586
0.0, 0.0
